CIRCUITS REPORT
=============================================================================================================================================== 
  CIRC    FROM    TO      Pik (MW)  Qik (MVAr)   Sik (MVA)   Pki (MW)  Qki (MVAr)    Ski (MVA)  Cap (MVA)    Loading    Ploss (MW)  Qloss (MVAr)
 6397   4444   4294       -7.20        0.00       -7.20        7.20       0.00         7.20   325.0000       0.0222        0.000        0.000
 6398   5618   4295        5.41        0.00        5.41       -5.41       0.00        -5.41   962.0000       0.0056        0.000        0.000
 6399   5749   4296       19.40        0.00       19.40      -19.40       0.00       -19.40   1241.0000       0.0156        0.000        0.000
 6400   4287   4299      -46.00        0.00      -46.00       46.00       0.00        46.00   4118.0000       0.0112        0.000        0.000
 6401   5750   4300        0.00        0.00        0.00        0.00       0.00         0.00   9521.0000       0.0000        0.000        0.000
 6402   4320   4301       -9.09        0.00       -9.09        9.09       0.00         9.09   105.0000       0.0866        0.000        0.000
 6403   4571   4301       13.89        0.00       13.89      -13.89       0.00       -13.89   175.0000       0.0794        0.000        0.000
 6404   5751   4302      -13.88        0.00      -13.88       13.88       0.00        13.88   1432.0000       0.0097        0.000        0.000
 6405   5384   4307       15.22        0.00       15.22      -15.22       0.00       -15.22   1423.0000       0.0107        0.000        0.000
 6406   5538   4307      -15.22        0.00      -15.22       15.22       0.00        15.22   201.0000       0.0757        0.000        0.000
 6407   5537   4306      -15.68        0.00      -15.68       15.68       0.00        15.68   200.0000       0.0784        0.000        0.000
 6408   4309   4308      -12.44        0.00      -12.44       12.44       0.00        12.44   693.0000       0.0180        0.000        0.000
 6409   5393   4310      -62.70        0.00      -62.70       62.70       0.00        62.70   9387.0000       0.0067        0.000        0.000
 6410   5851   4313      -26.17        0.00      -26.17       26.17       0.00        26.17   250.0000       0.1047        0.000        0.000
 6411   5752   4319      -11.70        0.00      -11.70       11.70       0.00        11.70   885.0000       0.0132        0.000        0.000
 6412   5540   4323        1.00        0.00        1.00       -1.00       0.00        -1.00   497.0000       0.0020        0.000        0.000
 6413   5594   4323       -1.42        0.00       -1.42        1.42       0.00         1.42   216.0000       0.0066        0.000        0.000
 6414   4423   4327      -23.04        0.00      -23.04       23.04       0.00        23.04   478.0000       0.0482        0.000        0.000
 6415   4624   4330      -21.90        0.00      -21.90       21.90       0.00        21.90   549.0000       0.0399        0.000        0.000
 6416   4720   4329        1.44        0.00        1.44       -1.44       0.00        -1.44   157.0000       0.0092        0.000        0.000
 6417   5347   4329        0.00        0.00        0.00        0.00       0.00         0.00   746.0000       0.0000        0.000        0.000
 6418   5348   4329      -33.00        0.00      -33.00       33.00       0.00        33.00   753.0000       0.0438        0.000        0.000
 6419   5429   4330       -1.90        0.00       -1.90        1.90       0.00         1.90   340.0000       0.0056        0.000        0.000
 6420   5689   4330       -1.90        0.00       -1.90        1.90       0.00         1.90   502.0000       0.0038        0.000        0.000
 6421   5736   4330      -11.29        0.00      -11.29       11.29       0.00        11.29   1059.0000       0.0107        0.000        0.000
 6422   5734   4330       -7.88        0.00       -7.88        7.88       0.00         7.88   1119.0000       0.0070        0.000        0.000
 6423   5204   4331       85.54        0.00       85.54      -85.54       0.00       -85.54   507.0000       0.1687        0.000        0.000
 6424   5430   4332      -14.60        0.00      -14.60       14.60       0.00        14.60   388.0000       0.0376        0.000        0.000
 6425   4912   4331      145.54        0.00      145.54     -145.54       0.00      -145.54   507.0000       0.2871        0.000        0.000
 6426   5375   4332      125.77        0.00      125.77     -125.77       0.00      -125.77   507.0000       0.2481        0.000        0.000
 6427   5303   4333        4.13        0.00        4.13       -4.13       0.00        -4.13   181.0000       0.0228        0.000        0.000
 6428   4555   4342       -9.80        0.00       -9.80        9.80       0.00         9.80   1669.0000       0.0059        0.000        0.000
 6429   4553   4342      -23.60        0.00      -23.60       23.60       0.00        23.60   1431.0000       0.0165        0.000        0.000
 6430   5321   4343       49.42        0.00       49.42      -49.42       0.00       -49.42   418.0000       0.1182        0.000        0.000
 6431   4773   4344       13.00        0.00       13.00      -13.00       0.00       -13.00   1037.0000       0.0125        0.000        0.000
 6432   5757   4345      -25.30        0.00      -25.30       25.30       0.00        25.30   1047.0000       0.0242        0.000        0.000
 6433   4899   4346       -0.00        0.00       -0.00        0.00       0.00         0.00    91.0000       0.0000        0.000        0.000
 6434   5078   4346        0.00        0.00        0.00        0.00       0.00         0.00   1212.0000       0.0000        0.000        0.000
 6435   5078   4346        0.00        0.00        0.00        0.00       0.00         0.00   1212.0000       0.0000        0.000        0.000
 6436   4912   4347        0.86        0.00        0.86       -0.86       0.00        -0.86   507.0000       0.0017        0.000        0.000
 6437   4912   4347        0.86        0.00        0.86       -0.86       0.00        -0.86   507.0000       0.0017        0.000        0.000
 6438   4912   4347        1.66        0.00        1.66       -1.66       0.00        -1.66   935.0000       0.0018        0.000        0.000
 6439   5397   4348      -30.00        0.00      -30.00       30.00       0.00        30.00   587.0000       0.0511        0.000        0.000
 6440   5403   4349       50.16        0.00       50.16      -50.16       0.00       -50.16   1150.0000       0.0436        0.000        0.000
 6441   5781   4349      -44.97        0.00      -44.97       44.97       0.00        44.97   328.0000       0.1371        0.000        0.000
 6442   5831   4349       20.24        0.00       20.24      -20.24       0.00       -20.24   304.0000       0.0666        0.000        0.000
 6443   5758   4352       17.40        0.00       17.40      -17.40       0.00       -17.40   6566.0000       0.0026        0.000        0.000
 6444   5154   4352      -15.70        0.00      -15.70       15.70       0.00        15.70   153.0000       0.1026        0.000        0.000
 6445   5380   4354        9.30        0.00        9.30       -9.30       0.00        -9.30   13344.0000       0.0007        0.000        0.000
 6446   5759   4355       62.90        0.00       62.90      -62.90       0.00       -62.90   541.0000       0.1163        0.000        0.000
 6447   4588   4357       -6.03        0.00       -6.03        6.03       0.00         6.03   268.0000       0.0225        0.000        0.000
 6448   5044   4357       -6.74        0.00       -6.74        6.74       0.00         6.74   240.0000       0.0281        0.000        0.000
 6449   5228   4357       31.79        0.00       31.79      -31.79       0.00       -31.79   150.0000       0.2119        0.000        0.000
 6450   5419   4359      -23.00        0.00      -23.00       23.00       0.00        23.00   244.0000       0.0943        0.000        0.000
 6451   5579   4359       23.00        0.00       23.00      -23.00       0.00       -23.00   242.0000       0.0950        0.000        0.000
 6452   4441   4360       12.65        0.00       12.65      -12.65       0.00       -12.65   221.0000       0.0572        0.000        0.000
 6453   4802   4361       53.01        0.00       53.01      -53.01       0.00       -53.01   172.0000       0.3082        0.000        0.000
 6454   5240   4363       60.89        0.00       60.89      -60.89       0.00       -60.89   351.0000       0.1735        0.000        0.000
 6455   5250   4363      -19.69        0.00      -19.69       19.69       0.00        19.69   542.0000       0.0363        0.000        0.000
 6456   4428   4364       15.89        0.00       15.89      -15.89       0.00       -15.89   633.0000       0.0251        0.000        0.000
 6457   4428   4364       15.81        0.00       15.81      -15.81       0.00       -15.81   630.0000       0.0251        0.000        0.000
 6458   4721   4368       23.12        0.00       23.12      -23.12       0.00       -23.12   132.0000       0.1752        0.000        0.000
 6459   4916   4369        3.84        0.00        3.84       -3.84       0.00        -3.84   179.0000       0.0214        0.000        0.000
 6460   5199   4369       29.66        0.00       29.66      -29.66       0.00       -29.66   840.0000       0.0353        0.000        0.000
 6461   5402   4370       -8.64        0.00       -8.64        8.64       0.00         8.64   508.0000       0.0170        0.000        0.000
 6462   4491   4373        2.61        0.00        2.61       -2.61       0.00        -2.61    99.0000       0.0264        0.000        0.000
 6463   5763   4374       13.00        0.00       13.00      -13.00       0.00       -13.00   10315.0000       0.0013        0.000        0.000
 6464   5259   4376       32.53        0.00       32.53      -32.53       0.00       -32.53   167.0000       0.1948        0.000        0.000
 6465   5381   4379       32.39        0.00       32.39      -32.39       0.00       -32.39   603.0000       0.0537        0.000        0.000
 6466   5596   4380        0.00        0.00        0.00        0.00       0.00         0.00   160.0000       0.0000        0.000        0.000
 6467   5181   4383        4.20        0.00        4.20       -4.20       0.00        -4.20   628.0000       0.0067        0.000        0.000
 6468   5816   4384        0.00        0.00        0.00        0.00       0.00         0.00   402.0000       0.0000        0.000        0.000
 6469   5766   4389      119.96        0.00      119.96     -119.96       0.00      -119.96   507.0000       0.2366        0.000        0.000
 6470   5764   4391       -6.42        0.00       -6.42        6.42       0.00         6.42   795.0000       0.0081        0.000        0.000
 6471   4895   4394       12.23        0.00       12.23      -12.23       0.00       -12.23   277.0000       0.0442        0.000        0.000
 6472   4863   4398      120.39        0.00      120.39     -120.39       0.00      -120.39   440.0000       0.2736        0.000        0.000
 6473   4728   4399     -121.20        0.00     -121.20      121.20       0.00       121.20   268.0000       0.4522        0.000        0.000
 6474   5175   4401       25.32        0.00       25.32      -25.32       0.00       -25.32   228.0000       0.1111        0.000        0.000
 6475   5124   4402      -13.70        0.00      -13.70       13.70       0.00        13.70   128.0000       0.1070        0.000        0.000
 6476   5767   4404        2.70        0.00        2.70       -2.70       0.00        -2.70   23137.0000       0.0001        0.000        0.000
 6477   4593   4406       -6.00        0.00       -6.00        6.00       0.00         6.00   30291.0000       0.0002        0.000        0.000
 6478   4874   4411      -41.30        0.00      -41.30       41.30       0.00        41.30   1961.0000       0.0211        0.000        0.000
 6479   5770   4415       -1.50        0.00       -1.50        1.50       0.00         1.50   17466.0000       0.0001        0.000        0.000
 6480   5771   4417        7.10        0.00        7.10       -7.10       0.00        -7.10   65055.0000       0.0001        0.000        0.000
 6481   4884   4419       29.00        0.00       29.00      -29.00       0.00       -29.00   312.0000       0.0929        0.000        0.000
 6482   4884   4418       34.00        0.00       34.00      -34.00       0.00       -34.00   272.0000       0.1250        0.000        0.000
 6483   5012   4424       19.81        0.00       19.81      -19.81       0.00       -19.81   160.0000       0.1238        0.000        0.000
 6484   4999   4426       -5.00        0.00       -5.00        5.00       0.00         5.00   113.0000       0.0442        0.000        0.000
 6485   5771   4426       20.40        0.00       20.40      -20.40       0.00       -20.40   159.0000       0.1283        0.000        0.000
 6486   5313   4427       -0.00        0.00       -0.00        0.00       0.00         0.00   1536.0000       0.0000        0.000        0.000
 6487   5773   4429       17.50        0.00       17.50      -17.50       0.00       -17.50   1019.0000       0.0172        0.000        0.000
 6488   5772   4430       14.30        0.00       14.30      -14.30       0.00       -14.30   3780.0000       0.0038        0.000        0.000
 6489   5370   4432        0.00        0.00        0.00        0.00       0.00         0.00   310.0000       0.0000        0.000        0.000
 6490   4689   4434       18.95        0.00       18.95      -18.95       0.00       -18.95   576.0000       0.0329        0.000        0.000
 6491   4883   4434      -24.08        0.00      -24.08       24.08       0.00        24.08   269.0000       0.0895        0.000        0.000
 6492   4689   4434       18.48        0.00       18.48      -18.48       0.00       -18.48   559.0000       0.0331        0.000        0.000
 6493   4628   4435       23.70        0.00       23.70      -23.70       0.00       -23.70   261.0000       0.0908        0.000        0.000
 6494   4862   4437       27.35        0.00       27.35      -27.35       0.00       -27.35   282.0000       0.0970        0.000        0.000
 6495   4967   4437       -4.65        0.00       -4.65        4.65       0.00         4.65   155.0000       0.0300        0.000        0.000
 6496   5719   4438       13.43        0.00       13.43      -13.43       0.00       -13.43   2743.0000       0.0049        0.000        0.000
 6497   4676   4441       21.63        0.00       21.63      -21.63       0.00       -21.63    96.0000       0.2253        0.000        0.000
 6498   4676   4441       21.61        0.00       21.61      -21.61       0.00       -21.61    96.0000       0.2251        0.000        0.000
 6499   4758   4442       10.00        0.00       10.00      -10.00       0.00       -10.00   11659.0000       0.0009        0.000        0.000
 6500   4925   4442      -23.98        0.00      -23.98       23.98       0.00        23.98   271.0000       0.0885        0.000        0.000
 6501   4759   4442       20.00        0.00       20.00      -20.00       0.00       -20.00   11659.0000       0.0017        0.000        0.000
 6502   5667   4444     -149.67        0.00     -149.67      149.67       0.00       149.67   502.0000       0.2981        0.000        0.000
 6503   5276   4449       23.81        0.00       23.81      -23.81       0.00       -23.81   1140.0000       0.0209        0.000        0.000
 6504   5775   4452        0.00        0.00        0.00        0.00       0.00         0.00   108.0000       0.0000        0.000        0.000
 6505   5098   4455      -11.62        0.00      -11.62       11.62       0.00        11.62   203.0000       0.0573        0.000        0.000
 6506   5820   4455       16.00        0.00       16.00      -16.00       0.00       -16.00   868.0000       0.0184        0.000        0.000
 6507   5782   4457       93.32        0.00       93.32      -93.32       0.00       -93.32   442.0000       0.2111        0.000        0.000
 6508   4931   4458       61.24        0.00       61.24      -61.24       0.00       -61.24   759.0000       0.0807        0.000        0.000
 6509   5776   4459        8.70        0.00        8.70       -8.70       0.00        -8.70   2162.0000       0.0040        0.000        0.000
 6510   4898   4460      -12.02        0.00      -12.02       12.02       0.00        12.02   144.0000       0.0835        0.000        0.000
 6511   5672   4460      -10.55        0.00      -10.55       10.55       0.00        10.55   189.0000       0.0558        0.000        0.000
 6512   5155   4460      -20.59        0.00      -20.59       20.59       0.00        20.59   262.0000       0.0786        0.000        0.000
 6513   5751   4462       36.72        0.00       36.72      -36.72       0.00       -36.72   182.0000       0.2018        0.000        0.000
 6514   5833   4463       15.40        0.00       15.40      -15.40       0.00       -15.40   13494.0000       0.0011        0.000        0.000
 6515   4537   4464      -46.97        0.00      -46.97       46.97       0.00        46.97   1141.0000       0.0412        0.000        0.000
 6516   4638   4465      -20.27        0.00      -20.27       20.27       0.00        20.27   300.0000       0.0676        0.000        0.000
 6517   5148   4464       -7.75        0.00       -7.75        7.75       0.00         7.75   152.0000       0.0510        0.000        0.000
 6518   5151   4465      -40.08        0.00      -40.08       40.08       0.00        40.08   140.0000       0.2863        0.000        0.000
 6519   4908   4467     -340.45        0.00     -340.45      340.45       0.00       340.45   811.0000       0.4198        0.000        0.000
 6520   4680   4471        0.00        0.00        0.00        0.00       0.00         0.00   705.0000       0.0000        0.000        0.000
 6521   4500   4473        0.00        0.00        0.00        0.00       0.00         0.00   8432.0000       0.0000        0.000        0.000
 6522   5778   4475      -26.22        0.00      -26.22       26.22       0.00        26.22   200.0000       0.1311        0.000        0.000
 6523   4778   4477       -3.00        0.00       -3.00        3.00       0.00         3.00   1272.0000       0.0024        0.000        0.000
 6524   4488   4483      -23.70        0.00      -23.70       23.70       0.00        23.70   2012.0000       0.0118        0.000        0.000
 6525   4490   4487       -0.30        0.00       -0.30        0.30       0.00         0.30   26121.0000       0.0000        0.000        0.000
 6526   4490   4486      -25.00        0.00      -25.00       25.00       0.00        25.00   26121.0000       0.0010        0.000        0.000
 6527   4490   4485       -0.80        0.00       -0.80        0.80       0.00         0.80   26121.0000       0.0000        0.000        0.000
 6528   4490   4484        0.00        0.00        0.00        0.00       0.00         0.00   26121.0000       0.0000        0.000        0.000
 6529   5015   4491        6.07        0.00        6.07       -6.07       0.00        -6.07    78.0000       0.0778        0.000        0.000
 6530   5516   4491        7.34        0.00        7.34       -7.34       0.00        -7.34    81.0000       0.0906        0.000        0.000
 6531   4807   4493       12.00        0.00       12.00      -12.00       0.00       -12.00   2033.0000       0.0059        0.000        0.000
 6532   5779   4495        0.00        0.00        0.00        0.00       0.00         0.00   23415.0000       0.0000        0.000        0.000
 6533   5185   4503        4.71        0.00        4.71       -4.71       0.00        -4.71   1313.0000       0.0036        0.000        0.000
 6534   5257   4503       11.49        0.00       11.49      -11.49       0.00       -11.49   522.0000       0.0220        0.000        0.000
 6535   5568   4505       -0.00        0.00       -0.00        0.00       0.00         0.00    93.0000       0.0000        0.000        0.000
 6536   4609   4509        0.00        0.00        0.00        0.00       0.00         0.00   292.0000       0.0000        0.000        0.000
 6537   4809   4513       66.00        0.00       66.00      -66.00       0.00       -66.00   376.0000       0.1755        0.000        0.000
 6538   5261   4513      -24.80        0.00      -24.80       24.80       0.00        24.80   332.0000       0.0747        0.000        0.000
 6539   5781   4514       14.50        0.00       14.50      -14.50       0.00       -14.50   82782.0000       0.0002        0.000        0.000
 6540   5782   4515      -87.00        0.00      -87.00       87.00       0.00        87.00   440.0000       0.1977        0.000        0.000
 6541   4053   4516      -23.90        0.00      -23.90       23.90       0.00        23.90   146.0000       0.1637        0.000        0.000
 6542   4146   4516      -27.27        0.00      -27.27       27.27       0.00        27.27   282.0000       0.0967        0.000        0.000
 6543   5249   4516      -31.90        0.00      -31.90       31.90       0.00        31.90   926.0000       0.0344        0.000        0.000
 6544   5697   4517        0.07        0.00        0.07       -0.07       0.00        -0.07   413.0000       0.0002        0.000        0.000
 6545   5489   4521       46.45        0.00       46.45      -46.45       0.00       -46.45   233.0000       0.1994        0.000        0.000
 6546   5371   4522       64.02        0.00       64.02      -64.02       0.00       -64.02   1130.0000       0.0567        0.000        0.000
 6547   5784   4523       13.20        0.00       13.20      -13.20       0.00       -13.20   2280.0000       0.0058        0.000        0.000
 6548   4855   4526       -4.00        0.00       -4.00        4.00       0.00         4.00    81.0000       0.0494        0.000        0.000
 6549   4144   4528      -33.30        0.00      -33.30       33.30       0.00        33.30   333.0000       0.1000        0.000        0.000
 6550   5785   4530        0.00        0.00        0.00        0.00       0.00         0.00   3667.0000       0.0000        0.000        0.000
 6551   4330   4531        5.61        0.00        5.61       -5.61       0.00        -5.61   668.0000       0.0084        0.000        0.000
 6552   4330   4531        5.46        0.00        5.46       -5.46       0.00        -5.46   647.0000       0.0084        0.000        0.000
 6553   5710   4533        0.00        0.00        0.00        0.00       0.00         0.00   241.0000       0.0000        0.000        0.000
 6554   5385   4534     -174.05        0.00     -174.05      174.05       0.00       174.05   452.0000       0.3851        0.000        0.000
 6555   5390   4534     -241.40        0.00     -241.40      241.40       0.00       241.40   471.0000       0.5125        0.000        0.000
 6556   4836   4536       -1.66        0.00       -1.66        1.66       0.00         1.66   710.0000       0.0023        0.000        0.000
 6557   4892   4536       13.56        0.00       13.56      -13.56       0.00       -13.56   827.0000       0.0164        0.000        0.000
 6558   5283   4541       17.18        0.00       17.18      -17.18       0.00       -17.18   907.0000       0.0189        0.000        0.000
 6559   5743   4543      -14.40        0.00      -14.40       14.40       0.00        14.40   14657.0000       0.0010        0.000        0.000
 6560   5752   4544        5.28        0.00        5.28       -5.28       0.00        -5.28   279.0000       0.0189        0.000        0.000
 6561   5787   4545      152.75        0.00      152.75     -152.75       0.00      -152.75   328.0000       0.4657        0.000        0.000
 6562   5517   4546       32.38        0.00       32.38      -32.38       0.00       -32.38   16578.0000       0.0020        0.000        0.000
 6563   5518   4546      -32.87        0.00      -32.87       32.87       0.00        32.87   15848.0000       0.0021        0.000        0.000
 6564   5789   4549       -0.50        0.00       -0.50        0.50       0.00         0.50   1162.0000       0.0004        0.000        0.000
 6565   4577   4551      318.73        0.00      318.73     -318.73       0.00      -318.73   1589.0000       0.2006        0.000        0.000
 6566   4577   4551      318.78        0.00      318.78     -318.78       0.00      -318.78   1589.0000       0.2006        0.000        0.000
 6567   5396   4556        0.00        0.00        0.00        0.00       0.00         0.00   14447.0000       0.0000        0.000        0.000
 6568   5525   4558      -19.00        0.00      -19.00       19.00       0.00        19.00   530.0000       0.0359        0.000        0.000
 6569   5701   4558        0.00        0.00        0.00        0.00       0.00         0.00   1386.0000       0.0000        0.000        0.000
 6570   5823   4558      -22.11        0.00      -22.11       22.11       0.00        22.11   844.0000       0.0262        0.000        0.000
 6571   5824   4558       -5.60        0.00       -5.60        5.60       0.00         5.60   917.0000       0.0061        0.000        0.000
 6572   5528   4560       32.90        0.00       32.90      -32.90       0.00       -32.90   346.0000       0.0951        0.000        0.000
 6573   5611   4572      -98.09        0.00      -98.09       98.09       0.00        98.09   279.0000       0.3516        0.000        0.000
 6574   4597   4573     -120.03        0.00     -120.03      120.03       0.00       120.03   2487.0000       0.0483        0.000        0.000
 6575   4596   4573     -119.45        0.00     -119.45      119.45       0.00       119.45   2487.0000       0.0480        0.000        0.000
 6576   4932   4576      -83.24        0.00      -83.24       83.24       0.00        83.24   454.0000       0.1833        0.000        0.000
 6577   4932   4576      -82.79        0.00      -82.79       82.79       0.00        82.79   454.0000       0.1823        0.000        0.000
 6578   4714   4577      209.62        0.00      209.62     -209.62       0.00      -209.62   1644.0000       0.1275        0.000        0.000
 6579   5822   4577     -456.04        0.00     -456.04      456.04       0.00       456.04   1390.0000       0.3281        0.000        0.000
 6580   4714   4577      209.62        0.00      209.62     -209.62       0.00      -209.62   1644.0000       0.1275        0.000        0.000
 6581   4714   4577      170.38        0.00      170.38     -170.38       0.00      -170.38   1708.0000       0.0998        0.000        0.000
 6582   4714   4577      261.44        0.00      261.44     -261.44       0.00      -261.44   2487.0000       0.1051        0.000        0.000
 6583   4714   4577      261.44        0.00      261.44     -261.44       0.00      -261.44   2487.0000       0.1051        0.000        0.000
 6584   5591   4582       -1.20        0.00       -1.20        1.20       0.00         1.20   3126.0000       0.0004        0.000        0.000
 6585   5637   4583        0.00        0.00        0.00       -0.00       0.00        -0.00   1007.0000       0.0000        0.000        0.000
 6586   4584   4585        0.00        0.00        0.00        0.00       0.00         0.00   1096.0000       0.0000        0.000        0.000
 6587   4800   4585        4.92        0.00        4.92       -4.92       0.00        -4.92    88.0000       0.0559        0.000        0.000
 6588   5793   4585       30.50        0.00       30.50      -30.50       0.00       -30.50   1123.0000       0.0272        0.000        0.000
 6589   5795   4587        3.00        0.00        3.00       -3.00       0.00        -3.00   747.0000       0.0040        0.000        0.000
 6590   4747   4588       -6.03        0.00       -6.03        6.03       0.00         6.03   178.0000       0.0339        0.000        0.000
 6591   5148   4589        5.35        0.00        5.35       -5.35       0.00        -5.35   200.0000       0.0268        0.000        0.000
 6592   5269   4595      -24.95        0.00      -24.95       24.95       0.00        24.95   223.0000       0.1119        0.000        0.000
 6593   4664   4597       16.40        0.00       16.40      -16.40       0.00       -16.40   2158.0000       0.0076        0.000        0.000
 6594   4664   4596       16.26        0.00       16.26      -16.26       0.00       -16.26   2153.0000       0.0076        0.000        0.000
 6595   5796   4600        1.00        0.00        1.00       -1.00       0.00        -1.00   13100.0000       0.0001        0.000        0.000
 6596   5798   4604       11.30        0.00       11.30      -11.30       0.00       -11.30   580.0000       0.0195        0.000        0.000
 6597   5799   4606        6.30        0.00        6.30       -6.30       0.00        -6.30   3538.0000       0.0018        0.000        0.000
 6598   4806   4610      -29.95        0.00      -29.95       29.95       0.00        29.95   574.0000       0.0522        0.000        0.000
 6599   5483   4610      -21.75        0.00      -21.75       21.75       0.00        21.75   177.0000       0.1229        0.000        0.000
 6600   5588   4610      -23.81        0.00      -23.81       23.81       0.00        23.81   748.0000       0.0318        0.000        0.000
 6601   5636   4610      -29.95        0.00      -29.95       29.95       0.00        29.95   1639.0000       0.0183        0.000        0.000
 6602   5739   4610      -49.00        0.00      -49.00       49.00       0.00        49.00   678.0000       0.0723        0.000        0.000
 6603   5638   4611      351.49        0.00      351.49     -351.49       0.00      -351.49   558.0000       0.6299        0.000        0.000
 6604   5061   4613       -7.30        0.00       -7.30        7.30       0.00         7.30   4291.0000       0.0017        0.000        0.000
 6605   5639   4613       23.67        0.00       23.67      -23.67       0.00       -23.67   11313.0000       0.0021        0.000        0.000
 6606   5468   4615      -10.39        0.00      -10.39       10.39       0.00        10.39   451.0000       0.0230        0.000        0.000
 6607   4870   4617       23.78        0.00       23.78      -23.78       0.00       -23.78   199.0000       0.1195        0.000        0.000
 6608   5324   4617        3.20        0.00        3.20       -3.20       0.00        -3.20   580.0000       0.0055        0.000        0.000
 6609   5477   4617       -2.00        0.00       -2.00        2.00       0.00         2.00   224.0000       0.0089        0.000        0.000
 6610   5626   4618      -29.39        0.00      -29.39       29.39       0.00        29.39   420.0000       0.0700        0.000        0.000
 6611   5663   4618      -44.45        0.00      -44.45       44.45       0.00        44.45   1573.0000       0.0283        0.000        0.000
 6612   4782   4619       59.06        0.00       59.06      -59.06       0.00       -59.06   354.0000       0.1668        0.000        0.000
 6613   5664   4619       70.15        0.00       70.15      -70.15       0.00       -70.15   471.0000       0.1489        0.000        0.000
 6614   5801   4621       11.09        0.00       11.09      -11.09       0.00       -11.09   369.0000       0.0300        0.000        0.000
 6615   4645   4622        0.15        0.00        0.15       -0.15       0.00        -0.15   247.0000       0.0006        0.000        0.000
 6616   4981   4628       19.52        0.00       19.52      -19.52       0.00       -19.52   173.0000       0.1129        0.000        0.000
 6617   5622   4630       77.79        0.00       77.79      -77.79       0.00       -77.79   275.0000       0.2829        0.000        0.000
 6618   5802   4631        0.00        0.00        0.00        0.00       0.00         0.00   652.0000       0.0000        0.000        0.000
 6619   5529   4632       -0.07        0.00       -0.07        0.07       0.00         0.07   308.0000       0.0002        0.000        0.000
 6620   5111   4633        4.84        0.00        4.84       -4.84       0.00        -4.84   483.0000       0.0100        0.000        0.000
 6621   5252   4633        4.36        0.00        4.36       -4.36       0.00        -4.36   1393.0000       0.0031        0.000        0.000
 6622   5226   4635       -3.76        0.00       -3.76        3.76       0.00         3.76   426.0000       0.0088        0.000        0.000
 6623   5804   4636        0.00        0.00        0.00        0.00       0.00         0.00   11206.0000       0.0000        0.000        0.000
 6624   4801   4639      -14.90        0.00      -14.90       14.90       0.00        14.90   279.0000       0.0534        0.000        0.000
 6625   4669   4646       -3.95        0.00       -3.95        3.95       0.00         3.95   853.0000       0.0046        0.000        0.000
 6626   4651   4649      -57.79        0.00      -57.79       57.79       0.00        57.79   456.0000       0.1267        0.000        0.000
 6627   4666   4649       -6.29        0.00       -6.29        6.29       0.00         6.29   1350.0000       0.0047        0.000        0.000
 6628   5131   4649      -15.61        0.00      -15.61       15.61       0.00        15.61   389.0000       0.0401        0.000        0.000
 6629   4666   4649       -6.21        0.00       -6.21        6.21       0.00         6.21   1334.0000       0.0047        0.000        0.000
 6630   5805   4653       31.81        0.00       31.81      -31.81       0.00       -31.81   380.0000       0.0837        0.000        0.000
 6631   5511   4655        0.00        0.00        0.00       -0.00       0.00        -0.00   13395.0000       0.0000        0.000        0.000
 6632   4793   4658       42.00        0.00       42.00      -42.00       0.00       -42.00   306.0000       0.1372        0.000        0.000
 6633   4813   4658        6.00        0.00        6.00       -6.00       0.00        -6.00   286.0000       0.0210        0.000        0.000
 6634   5247   4661        8.90        0.00        8.90       -8.90       0.00        -8.90   308.0000       0.0289        0.000        0.000
 6635   5331   4663     -130.20        0.00     -130.20      130.20       0.00       130.20   575.0000       0.2264        0.000        0.000
 6636   4745   4665        0.00        0.00        0.00        0.00       0.00         0.00   1837.0000       0.0000        0.000        0.000
 6637   5808   4667       -0.60        0.00       -0.60        0.60       0.00         0.60   52398.0000       0.0000        0.000        0.000
 6638   4904   4676        0.00        0.00        0.00        0.00       0.00         0.00   264.0000       0.0000        0.000        0.000
 6639   4927   4677      100.14        0.00      100.14     -100.14       0.00      -100.14   461.0000       0.2172        0.000        0.000
 6640   5260   4679        8.52        0.00        8.52       -8.52       0.00        -8.52   196.0000       0.0435        0.000        0.000
 6641   5144   4681      -22.33        0.00      -22.33       22.33       0.00        22.33   356.0000       0.0627        0.000        0.000
 6642   5188   4682       -9.15        0.00       -9.15        9.15       0.00         9.15   131.0000       0.0698        0.000        0.000
 6643   5814   4685      -30.87        0.00      -30.87       30.87       0.00        30.87   2828.0000       0.0109        0.000        0.000
 6644   4855   4688       11.70        0.00       11.70      -11.70       0.00       -11.70   184.0000       0.0636        0.000        0.000
 6645   5811   4689        9.70        0.00        9.70       -9.70       0.00        -9.70   52720.0000       0.0002        0.000        0.000
 6646   4753   4696     -950.00        0.00     -950.00      950.00       0.00       950.00   1363.0000       0.6970        0.000        0.000
 6647   5816   4701        0.00        0.00        0.00        0.00       0.00         0.00   1083.0000       0.0000        0.000        0.000
 6648   5817   4703       28.00        0.00       28.00      -28.00       0.00       -28.00   471.0000       0.0594        0.000        0.000
 6649   5817   4704        0.80        0.00        0.80       -0.80       0.00        -0.80   471.0000       0.0017        0.000        0.000
 6650   4753   4712      499.79        0.00      499.79     -499.79       0.00      -499.79   1363.0000       0.3667        0.000        0.000
 6651   5818   4715       31.00        0.00       31.00      -31.00       0.00       -31.00   11560.0000       0.0027        0.000        0.000
 6652   5820   4718      -17.70        0.00      -17.70       17.70       0.00        17.70   11206.0000       0.0016        0.000        0.000
