BUSES REPORT
============================================================================================================================= 
   BUS    V (pu)     θ (º)     P (MW)     Q (MVAr)      PG (MW)    QG (MVAr)    PD (MW)   QD (MVAr)     Psh (MW)   Qsh (MVAr) 
 1286    1.0000    -26.87        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1287    1.0000    -20.90      -50.40        0.00        0.00        0.00       50.40        0.00        0.00        0.00
 1288    1.0000    -20.24        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1289    1.0000    -48.53      -11.90        0.00        0.00        0.00       11.90        0.00        0.00        0.00
 1290    1.0000    -42.01        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1291    1.0000    -26.07        9.10        0.00        8.00        0.00       -1.10        0.00        0.00        0.00
 1292    1.0000    -26.87        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1293    1.0000    -24.67        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1294    1.0000    -28.80      -14.60        0.00        0.00        0.00       14.60        0.00        0.00        0.00
 1295    1.0000    -65.05      -21.00        0.00        0.00        0.00       21.00        0.00        0.00        0.00
 1296    1.0000    -24.21       -0.20        0.00        0.00        0.00        0.20        0.00        0.00        0.00
 1297    1.0000    -12.62        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1298    1.0000    -12.61       29.60        0.00        0.00        0.00      -29.60        0.00        0.00        0.00
 1299    1.0000    -12.59        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1300    1.0000    -12.61        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1301    1.0000    -43.69      -47.20        0.00        0.00        0.00       47.20        0.00        0.00        0.00
 1302    1.0000    -49.76      -37.70        0.00        0.00        0.00       37.70        0.00        0.00        0.00
 1303    1.0000    -33.42      -28.00        0.00        0.00        0.00       28.00        0.00        0.00        0.00
 1304    1.0000    -30.85        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1305    1.0000    -30.87      -10.00        0.00        0.00        0.00       10.00        0.00        0.00        0.00
 1306    1.0000    -26.21      -17.10        0.00        0.00        0.00       17.10        0.00        0.00        0.00
 1307    1.0000    -29.64      -36.30        0.00        0.00        0.00       36.30        0.00        0.00        0.00
 1308    1.0000    -27.81        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1309    1.0000    -30.41        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1310    1.0000    -27.81        3.00        0.00        0.00        0.00       -3.00        0.00        0.00        0.00
 1311    1.0000    -31.66      -19.00        0.00        0.00        0.00       19.00        0.00        0.00        0.00
 1312    1.0000    -26.06        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1313    1.0000    -30.10        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1314    1.0000    -32.90        0.10        0.00        0.00        0.00       -0.10        0.00        0.00        0.00
 1315    1.0000    -29.39        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1316    1.0000    -28.92        0.30        0.00        0.00        0.00       -0.30        0.00        0.00        0.00
 1317    1.0000    -28.96      -35.50        0.00        0.00        0.00       35.50        0.00        0.00        0.00
 1318    1.0000    -22.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1319    1.0000    -22.23        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1320    1.0000    -47.40      -43.10        0.00        0.00        0.00       43.10        0.00        0.00        0.00
 1321    1.0000    -40.00      -40.50        0.00        0.00        0.00       40.50        0.00        0.00        0.00
 1322    1.0000    -23.70       -2.00        0.00        0.00        0.00        2.00        0.00        0.00        0.00
 1323    1.0000    -23.69        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1324    1.0000    -28.20       -4.30        0.00        0.00        0.00        4.30        0.00        0.00        0.00
 1325    1.0000    -25.25      -20.40        0.00        0.00        0.00       20.40        0.00        0.00        0.00
 1326    1.0000    -23.48      -26.40        0.00        0.00        0.00       26.40        0.00        0.00        0.00
 1327    1.0000    -30.51      -43.70        0.00        0.00        0.00       43.70        0.00        0.00        0.00
 1328    1.0000    -21.94        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1329    1.0000    -34.97      -22.80        0.00        0.00        0.00       22.80        0.00        0.00        0.00
 1330    1.0000    -30.98        4.70        0.00        5.00        0.00        0.30        0.00        0.00        0.00
 1331    1.0000    -53.22        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1332    1.0000    -22.83      -44.00        0.00        0.00        0.00       44.00        0.00        0.00        0.00
 1333    1.0000    -20.09        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1334    1.0000    -16.09        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1335    1.0000    -25.77        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1336    1.0000    -25.29        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1337    1.0000    -34.10      -16.40        0.00        0.00        0.00       16.40        0.00        0.00        0.00
 1338    1.0000    -27.11        0.10        0.00        0.00        0.00       -0.10        0.00        0.00        0.00
 1339    1.0000    -23.20       -0.40        0.00        0.00        0.00        0.40        0.00        0.00        0.00
 1340    1.0000    -21.07        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1341    1.0000    -28.80        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1342    1.0000    -28.14      -14.60        0.00        0.00        0.00       14.60        0.00        0.00        0.00
 1343    1.0000    -15.73        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1344    1.0000    -10.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1345    1.0000    -24.27       17.90        0.00        0.00        0.00      -17.90        0.00        0.00        0.00
 1346    1.0000    -22.53      -27.70        0.00        0.00        0.00       27.70        0.00        0.00        0.00
 1347    1.0000    -12.63       -1.20        0.00        0.00        0.00        1.20        0.00        0.00        0.00
 1348    1.0000    -32.62      -50.60        0.00        0.00        0.00       50.60        0.00        0.00        0.00
 1349    1.0000    -23.05       22.00        0.00       22.00        0.00        0.00        0.00        0.00        0.00
 1350    1.0000    -26.04        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1351    1.0000    -31.38      -14.90        0.00        0.00        0.00       14.90        0.00        0.00        0.00
 1352    1.0000    -39.44        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
 1353    1.0000    -39.45       -7.00        0.00        0.00        0.00        7.00        0.00        0.00        0.00
 1354    1.0000    -32.05      -27.30        0.00        0.00        0.00       27.30        0.00        0.00        0.00
 1355    1.0000    -26.29      -26.50        0.00        0.00        0.00       26.50        0.00        0.00        0.00
 1356    1.0000    -31.87      -25.90        0.00        0.00        0.00       25.90        0.00        0.00        0.00
